id;wb_1;wb_2;wb_3;wb_4;wb_5;wb_6;wb_7;wb_8;wb_9;wb_10;wb_11;wb_12;wb_13;wb_14;stress_1;stress_2;stress_3;stress_4;stress_5;stress_6;stress_7;soc_1;soc_2;soc_3;soc_4;soc_5;soc_6;soc_7;soc_8;soc_9;soc_10;soc_11;soc_12;soc_13;sonc_1;sonc_2;sonc_3;sonc_4;sonc_5;sonc_6;sonc_7;sonc_8;trust_media;trust_court;trust_police;trust_pm;trust_gov;trust_econ;trust_health;trust_hospital;trust_edu;trust_localgov;trust_relig;support_family;support_community;support_virtual;support_gov;support_work;support_relig;support_friends;gender;age;age_1;soc;sonc;wb;trust;support;mh;edu - dummy;edu;stress
338;2;2;2;2;4;1;2;1;2;3;4;3;4;2;3;3;3;2;3;3;3;3;2;4;5;3;1;3;1;1;5;3;1;1;3;1;1;1;2;1;1;2;2;3;1;1;1;1;1;4;1;3;1;1;1;3;1;;1;3;2;2000;21;2.538461538;1.5;2.428571429;1.727272727;1.666666667;3.461538462;4;secondary;20
339;4;2;3;3;4;1;2;1;6;5;6;5;5;3;2;0;0;2;0;1;1;7;5;5;3;7;7;3;6;7;6;6;7;6;2;2;1;2;1;6;1;2;3;2;3;1;1;1;1;4;1;4;2;5;5;;1;5;1;5;2;1983;38;5.769230769;2.125;3.571428571;2.090909091;3.666666667;1.538461538;4;secondary;6
340;5;6;5;5;4;2;3;3;5;5;5;5;6;5;0;1;1;1;1;1;1;7;5;5;7;7;7;6;4;6;5;4;6;7;2;5;5;6;5;5;5;7;3;4;4;2;2;1;2;3;1;1;4;4;3;3;1;4;2;3;1;1982;39;5.846153846;5;4.571428571;2.454545455;2.857142857;1.538461538;7;tertiary;6
341;6;6;4;3;4;4;4;3;4;5;3;4;5;4;1;1;1;1;0;1;0;7;6;6;6;6;7;6;6;6;6;6;6;6;2;6;6;6;5;6;5;6;2;4;5;4;4;4;4;5;3;3;2;5;3;3;4;;;4;1;1957;64;6.153846154;5.25;4.214285714;3.636363636;3.8;1.538461538;7;tertiary;5
342;5;6;6;5;6;3;5;4;6;5;6;6;5;6;1;1;1;1;0;1;0;6;5;7;6;6;6;6;5;6;3;5;7;6;4;3;3;3;3;3;3;4;2;3;3;1;2;2;2;4;4;3;1;5;1;4;2;5;;5;2;1994;27;5.692307692;3.25;5.285714286;2.454545455;3.666666667;1.461538462;6;tertiary;5
343;1;2;1;2;1;1;3;1;4;2;2;1;2;1;3;1;3;1;0;3;3;7;1;2;7;2;7;4;7;3;2;6;2;4;1;4;1;2;2;5;1;4;3;;3;1;2;1;2;5;1;2;1;2;1;4;1;1;1;4;2;1975;46;4.153846154;2.5;1.714285714;2.1;2;2.769230769;6;tertiary;14
344;5;6;6;2;6;3;5;5;6;5;5;6;5;6;1;1;2;1;1;1;1;7;7;6;7;6;6;4;5;7;6;6;6;7;2;6;4;5;3;2;4;5;2;5;5;1;1;1;3;5;4;4;;5;2;;2;;;5;1;2001;20;6.153846154;3.875;5.071428571;3.1;3.5;1.769230769;1;primary;8
345;1;2;2;1;1;1;2;3;3;4;2;3;4;4;3;1;2;2;0;1;2;6;3;2;3;3;4;3;2;2;2;6;2;2;2;1;3;3;3;1;3;5;2;5;3;1;1;;2;5;2;4;;2;1;3;2;3;;4;2;1986;35;3.076923077;2.625;2.357142857;2.777777778;2.5;2.461538462;6;tertiary;11
346;5;6;5;5;4;4;5;3;6;5;5;5;6;6;1;0;0;1;0;1;0;7;5;6;7;6;5;7;7;7;6;5;7;7;3;3;5;5;5;6;5;6;3;3;3;3;3;2;2;4;3;3;2;4;3;3;2;4;1;3;2;1984;37;6.307692308;4.75;5;2.818181818;2.857142857;1.384615385;7;tertiary;3
347;5;6;6;3;5;2;4;3;4;3;6;5;4;5;1;1;2;0;0;2;1;7;6;6;4;6;4;5;3;4;4;5;5;3;3;5;3;4;3;5;3;7;3;3;3;3;3;3;3;4;3;3;3;4;2;3;1;;3;4;2;1999;22;4.769230769;4.125;4.357142857;3.090909091;2.833333333;1.769230769;4;secondary;7
348;5;6;5;2;4;3;2;1;4;4;4;5;6;6;1;1;1;0;0;1;0;7;3;4;5;5;6;6;4;6;4;6;5;4;4;4;1;4;4;2;3;6;2;4;;1;1;1;1;5;1;;;5;3;;1;5;;5;2;1995;26;5;3.5;4.071428571;2;3.8;1.384615385;4;secondary;4
349;5;5;5;4;3;1;4;1;5;6;5;5;5;4;1;3;1;1;1;1;0;5;6;6;5;7;7;5;5;4;6;3;6;6;3;4;1;4;3;1;2;7;2;2;2;1;1;1;1;5;2;3;;5;5;4;1;;;5;2;1980;41;5.461538462;3.125;4.142857143;2;4;2;6;tertiary;8
350;4;6;5;6;5;5;4;2;4;5;6;5;3;6;2;2;2;3;2;2;1;7;3;4;7;4;3;5;4;3;3;6;5;3;3;6;3;3;4;2;2;4;3;5;5;2;2;2;4;5;3;3;1;5;2;3;2;;;2;2;1981;40;4.384615385;3.375;4.714285714;3.181818182;2.8;2.461538462;6;tertiary;14
351;3;2;3;3;2;3;5;5;2;1;1;4;4;4;3;3;3;3;3;3;1;3;2;3;4;2;6;1;1;1;1;2;2;1;2;5;4;4;3;2;2;5;3;4;4;1;3;1;4;5;3;3;5;2;1;3;1;;4;1;2;1996;25;2.230769231;3.375;3;3.272727273;2;3;2;primary;19
352;5;6;6;5;5;5;5;5;5;6;5;6;5;6;0;0;0;1;1;1;0;5;6;6;7;7;7;6;6;6;6;6;7;6;3;4;4;4;4;3;5;4;3;3;4;3;3;3;4;5;4;4;2;5;3;5;4;5;4;4;2;1965;56;6.230769231;3.875;5.357142857;3.454545455;4.285714286;1.461538462;7;tertiary;3
353;5;6;4;4;2;3;5;3;4;4;5;5;4;6;1;0;1;0;0;0;0;6;6;5;6;6;7;6;5;4;5;4;5;4;4;2;3;5;4;4;3;5;3;4;4;1;1;1;2;5;2;3;1;4;1;1;1;;1;4;2;1991;30;5.307692308;3.75;4.285714286;2.454545455;2;1.230769231;6;tertiary;2
354;4;6;5;4;3;3;5;2;4;4;3;5;3;3;0;0;1;1;0;1;0;6;6;6;4;7;5;4;3;5;6;5;5;6;3;2;5;5;5;6;4;4;3;4;4;1;2;1;3;4;2;3;4;5;5;3;1;5;;5;1;1990;31;5.230769231;4.25;3.857142857;2.818181818;4;1.307692308;6;tertiary;3
355;3;6;5;5;2;5;5;5;5;5;5;5;6;6;1;0;1;0;0;1;0;4;4;3;6;5;5;6;4;6;5;5;6;6;4;4;4;6;5;3;2;4;2;3;2;2;4;2;3;3;2;3;1;4;3;4;3;1;1;4;1;1999;22;5;4;4.857142857;2.454545455;2.857142857;1.461538462;4;secondary;3
356;2;3;2;3;5;1;5;3;2;2;5;1;2;3;2;2;2;1;0;2;1;7;5;5;5;6;5;4;4;3;4;6;5;6;2;1;4;5;4;4;4;6;3;;3;1;2;2;2;4;2;4;;4;2;1;1;3;;4;2;1988;33;5;3.75;2.785714286;2.555555556;2.5;2.307692308;6;tertiary;10
357;5;5;4;1;2;1;5;3;5;5;6;2;6;6;1;1;1;0;1;2;0;7;4;6;6;7;7;4;6;6;3;5;6;5;2;2;3;3;5;5;3;6;2;3;3;2;2;2;4;4;4;5;3;5;4;2;2;;;4;2;1984;37;5.538461538;3.625;4;3.090909091;3.4;1.615384615;6;tertiary;6
358;5;5;5;1;4;2;2;1;2;2;3;1;2;3;1;1;1;0;0;1;0;4;6;4;6;5;5;2;5;4;4;6;5;4;4;7;5;5;5;6;6;6;1;2;3;3;3;3;2;4;2;2;1;3;2;2;3;1;1;4;2;1956;65;4.615384615;5.5;2.714285714;2.363636364;2.285714286;1.384615385;6;tertiary;4
359;5;5;4;3;2;1;3;1;3;4;4;4;5;4;1;1;1;0;0;1;0;7;3;6;6;7;5;3;3;3;4;3;3;3;2;1;3;5;3;5;5;6;4;4;4;1;2;1;2;4;1;3;4;5;1;4;3;5;;4;2;1967;54;4.307692308;3.75;3.428571429;2.727272727;3.666666667;1.307692308;6;tertiary;4
360;4;3;3;2;2;1;2;1;2;1;4;1;2;1;3;2;2;1;1;2;0;6;3;3;2;3;1;4;1;1;2;4;2;3;3;1;3;5;4;2;1;4;3;;2;1;2;1;2;4;2;;;5;1;4;1;;;5;2;1995;26;2.692307692;2.875;2.071428571;2.125;3.2;2.307692308;5;tertiary;11
361;6;6;6;5;6;5;5;4;5;5;5;5;5;6;1;1;1;1;0;1;0;7;4;4;7;6;6;4;4;4;5;6;7;5;3;4;1;4;4;3;5;4;1;;;1;;;3;5;;3;;4;4;4;2;;4;5;2;1986;35;5.307692308;3.5;5.285714286;2.6;3.833333333;1.538461538;7;tertiary;5
362;5;6;5;3;2;3;3;2;4;5;4;4;4;4;1;1;1;1;1;1;1;6;3;4;5;6;4;5;6;4;6;3;6;6;2;4;4;5;4;4;4;5;3;;;2;;;4;5;;;1;2;1;2;2;4;;4;2;1990;31;4.923076923;4;3.857142857;3;2.5;1.538461538;5;tertiary;7
363;2;3;3;5;3;2;2;3;3;5;6;6;5;6;3;2;3;3;3;3;2;3;5;5;4;6;2;3;1;4;5;5;7;7;2;4;1;2;5;4;5;3;4;5;5;1;2;1;1;5;1;4;;3;2;1;1;1;1;4;2;2002;19;4.384615385;3.25;3.857142857;2.9;1.857142857;3.076923077;4;secondary;19
364;4;5;4;4;2;1;3;1;2;3;2;3;3;4;1;1;1;1;1;2;0;6;5;5;6;6;6;4;5;4;4;5;4;6;4;3;2;3;4;5;5;5;3;4;4;1;2;1;2;4;1;2;;3;2;3;1;4;;5;2;1980;41;5.076923077;3.875;2.928571429;2.4;3;1.923076923;6;tertiary;7
365;5;5;5;3;5;2;4;2;4;6;5;6;3;4;1;0;0;0;0;1;0;5;6;6;6;6;6;5;3;6;1;2;6;5;2;7;2;3;3;3;5;2;1;4;4;2;3;3;4;1;2;1;4;4;3;1;2;3;;5;2;1994;27;4.846153846;3.375;4.214285714;2.636363636;3;1.538461538;5;tertiary;2
366;5;6;4;2;2;3;4;2;2;4;5;4;2;3;2;3;3;2;1;1;1;6;6;6;4;5;5;5;1;1;2;5;6;2;3;5;3;3;5;3;4;6;3;4;4;1;2;1;2;5;;5;;4;2;1;1;5;3;5;1;1982;39;4.153846154;4;3.428571429;3;3;2.384615385;6;tertiary;13
367;4;6;5;5;1;2;5;4;5;6;5;5;5;5;1;1;1;2;2;2;1;6;6;3;7;6;7;6;5;3;3;6;6;3;3;2;2;4;4;3;3;4;2;4;4;1;3;2;2;4;2;3;1;4;1;3;1;3;1;4;2;1962;59;5.153846154;3.125;4.5;2.545454545;2.428571429;2.076923077;6;tertiary;10
368;3;5;4;3;3;1;3;2;3;5;5;3;5;3;1;0;1;1;0;1;0;4;5;5;5;5;6;3;4;4;5;5;4;6;2;1;4;6;5;6;5;6;3;3;3;1;2;3;2;3;2;3;1;5;4;1;2;5;1;5;2;1975;46;4.692307692;4.375;3.428571429;2.363636364;3.285714286;1.384615385;6;tertiary;4
369;5;5;4;3;3;2;4;2;4;5;2;4;4;4;2;1;1;1;0;0;1;4;5;4;5;6;5;3;5;6;5;5;5;6;2;4;5;5;4;4;5;4;3;2;2;2;2;2;2;4;2;3;2;3;1;1;1;3;1;3;2;1982;39;4.923076923;4.125;3.642857143;2.363636364;1.857142857;2.692307692;6;tertiary;6
370;6;6;5;5;6;3;5;4;5;6;4;5;5;5;1;1;1;0;0;1;0;7;6;6;5;6;7;5;5;6;6;6;6;6;5;7;6;5;5;3;5;7;4;4;3;1;1;1;1;4;3;4;2;5;5;3;1;4;2;5;2;1975;46;5.923076923;5.375;5;2.545454545;3.571428571;1.384615385;6;tertiary;4
371;3;5;1;2;4;2;3;1;5;4;4;2;5;4;3;3;3;2;1;2;2;7;3;3;7;3;5;1;6;1;3;3;3;3;1;2;5;5;4;5;3;4;4;4;3;3;3;3;3;4;3;3;2;5;1;1;1;1;1;4;2;1997;24;3.692307692;3.625;3.214285714;3.181818182;2;2.538461538;5;tertiary;16
372;3;4;3;4;4;1;2;2;5;3;5;4;5;4;3;3;3;2;1;1;3;6;3;2;5;4;6;6;3;5;3;3;6;3;3;5;3;5;4;3;3;4;3;4;4;2;3;2;2;5;2;4;;3;1;3;2;3;;4;2;1991;30;4.230769231;3.75;3.5;3.1;2.666666667;2.769230769;6;tertiary;16
373;4;5;4;4;6;3;4;2;4;5;5;5;2;5;1;0;0;2;0;1;0;6;6;6;5;7;6;5;5;5;4;3;6;7;2;3;1;5;3;3;3;5;3;3;3;1;2;2;3;5;4;3;1;4;1;4;1;3;1;5;2;2002;19;5.461538462;3.125;4.142857143;2.727272727;2.714285714;1.615384615;2;primary;4
374;2;4;6;2;2;2;3;2;4;6;4;6;6;3;1;1;1;0;0;1;1;2;4;4;3;6;3;3;1;1;2;5;2;5;3;2;2;3;4;5;4;6;1;4;4;1;1;1;2;3;1;4;;5;1;3;1;3;;3;2;1979;42;3.153846154;3.625;3.714285714;2.2;2.666666667;1.692307692;7;tertiary;5
375;5;3;5;3;1;2;2;5;3;4;2;2;2;5;2;1;1;0;1;1;1;6;6;6;4;7;6;5;2;6;6;4;4;6;2;2;3;6;5;6;4;6;2;2;2;2;2;2;3;4;3;2;1;5;4;;4;5;;3;2;1982;39;5.230769231;4.25;3.142857143;2.272727273;4.2;1.923076923;6;tertiary;7
376;4;5;4;1;5;5;5;4;4;4;4;3;5;6;2;2;2;2;1;1;1;2;4;3;5;3;4;5;3;3;5;4;4;3;4;4;3;3;3;3;4;4;2;3;2;1;2;1;2;4;1;2;1;4;2;2;2;3;1;4;1;2000;21;3.692307692;3.5;4.214285714;1.909090909;2.571428571;2.076923077;4;secondary;11
377;4;5;6;3;5;2;3;2;3;2;3;3;4;4;2;1;1;2;0;0;2;7;3;6;4;6;3;4;4;2;3;5;5;5;2;1;7;6;4;2;4;4;4;5;5;1;1;1;1;5;1;4;;5;1;4;1;5;;4;1;1995;26;4.384615385;3.75;3.5;2.8;3.333333333;1.769230769;5;tertiary;8
378;5;5;5;5;5;2;5;2;5;6;5;5;5;5;1;1;1;1;1;1;1;7;6;5;7;5;6;5;3;5;3;6;6;3;5;1;2;3;4;3;3;4;2;4;4;1;2;1;1;4;3;2;3;5;4;4;1;2;4;4;2;1979;42;5.153846154;3.125;4.642857143;2.454545455;3.428571429;2.076923077;5;tertiary;7
379;5;6;6;4;3;2;3;2;6;6;5;5;6;6;1;1;1;2;1;1;1;4;5;7;6;5;7;6;5;6;5;2;6;6;2;3;2;2;4;1;1;3;1;2;2;1;2;1;2;5;1;1;2;4;1;1;2;4;1;5;2;1996;25;5.384615385;2.25;4.642857143;1.818181818;2.571428571;2.076923077;5;tertiary;8
380;6;6;6;4;4;4;3;2;5;6;6;6;5;5;0;0;1;0;0;1;0;7;4;4;6;4;7;7;6;7;6;3;7;7;7;1;7;3;3;3;4;3;1;3;4;1;2;1;3;4;2;3;1;5;3;1;2;3;1;4;1;1978;43;5.769230769;3.875;4.857142857;2.272727273;2.714285714;1.307692308;4;secondary;2
381;6;6;6;6;6;6;5;4;5;5;6;5;5;6;1;1;1;0;0;1;0;7;6;6;6;2;5;7;5;5;4;3;7;6;5;5;5;4;4;2;4;5;4;5;5;4;4;4;5;5;4;4;5;5;5;1;4;5;5;5;2;1991;30;5.307692308;4.25;5.5;4.454545455;4.285714286;1.384615385;6;tertiary;4
382;5;6;5;4;5;3;5;4;5;5;5;4;5;5;0;1;1;0;1;2;1;5;5;6;5;3;3;4;1;4;6;2;3;6;3;5;5;2;6;2;1;4;1;4;3;3;1;1;1;5;2;2;2;4;2;2;3;3;2;4;1;1989;32;4.076923077;3.5;4.714285714;2.272727273;2.857142857;1.538461538;6;tertiary;6
383;4;5;3;3;5;2;3;2;3;4;4;3;4;4;2;1;1;1;0;2;0;6;6;7;6;3;6;6;4;2;3;3;6;6;3;3;1;3;5;5;5;2;1;2;2;1;1;1;1;4;2;2;3;3;3;;2;4;;4;2;1991;30;4.923076923;3.375;3.5;1.818181818;3.2;1.538461538;7;tertiary;7
384;5;6;5;3;1;2;3;3;4;5;4;4;3;5;2;2;3;2;1;1;0;3;5;6;5;6;3;6;4;3;5;4;6;5;5;6;4;5;5;5;4;5;2;4;3;3;3;3;2;5;2;3;;4;4;;2;4;;4;1;1967;54;4.692307692;4.875;3.785714286;3;3.6;2;4;secondary;11
385;2;4;2;1;6;2;3;3;4;3;4;5;5;2;1;1;1;1;0;2;1;3;5;6;4;2;2;6;1;2;4;3;5;4;2;5;2;4;5;3;3;4;3;5;3;1;1;1;2;4;2;4;1;5;4;2;1;1;1;3;1;1998;23;3.615384615;3.5;3.285714286;2.454545455;2.428571429;1.692307692;4;secondary;7
386;5;6;6;6;6;5;5;4;5;6;5;5;5;6;1;0;2;1;1;1;1;6;5;5;6;6;6;5;6;6;5;5;6;7;2;6;2;5;5;5;4;4;2;2;3;1;1;1;1;4;1;2;1;4;4;3;1;5;1;4;2;1984;37;5.692307692;4.125;5.357142857;1.727272727;3.142857143;1.769230769;6;tertiary;7
387;5;5;5;6;1;6;6;6;6;5;6;5;6;6;1;0;1;0;0;0;0;7;6;7;7;7;7;6;6;7;7;6;7;7;1;4;5;7;5;2;3;6;3;2;4;1;1;1;1;5;1;4;1;5;5;1;1;4;;5;1;1985;36;6.692307692;4.125;5.285714286;2.181818182;3.5;1.307692308;4;secondary;2
388;3;6;3;4;6;3;5;2;3;6;5;6;6;6;3;3;3;3;2;3;3;6;3;5;6;3;3;5;3;3;5;5;6;4;6;4;2;2;5;2;5;4;2;3;4;1;1;1;1;3;1;4;3;5;4;5;1;2;;4;1;1978;43;4.384615385;3.75;4.571428571;2.181818182;3.5;3;3;primary;20
389;5;6;6;5;5;3;4;2;5;5;5;5;6;6;1;0;1;0;1;1;1;2;5;6;6;5;6;6;6;6;5;5;6;6;3;4;4;4;4;4;5;4;3;3;3;1;1;1;1;5;1;3;3;5;4;3;1;4;1;4;1;1967;54;5.384615385;4;4.857142857;2.272727273;3.142857143;1.461538462;4;secondary;5
390;5;5;5;4;6;4;5;4;4;6;5;4;4;5;0;0;1;0;1;1;0;7;7;6;5;6;7;6;7;6;6;6;6;6;3;5;5;3;5;4;4;5;3;;3;2;3;3;3;5;3;4;3;5;4;2;2;1;1;4;1;1978;43;6.230769231;4.25;4.714285714;3.2;2.714285714;1.230769231;4;secondary;3
391;3;5;5;2;5;2;4;4;3;5;5;4;5;4;1;1;1;0;0;1;0;7;3;3;7;5;5;5;6;6;5;4;5;5;4;4;2;6;4;5;4;4;3;3;4;3;3;3;2;5;3;1;1;4;3;3;3;3;1;3;1;1975;46;5.076923077;4.125;4;2.818181818;2.857142857;1.384615385;4;secondary;4
392;4;3;3;3;3;4;4;3;4;4;4;4;4;4;2;1;1;1;2;2;2;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;5;1;1;1;1;1;3;1;1982;39;4;4;3.642857143;3;1.857142857;2.076923077;4;secondary;11
393;5;6;6;6;5;6;5;5;5;6;5;5;5;6;1;0;1;1;0;1;0;5;7;6;6;7;7;7;6;7;6;5;7;7;2;4;4;6;4;2;4;4;2;2;2;2;1;1;3;4;2;3;;5;3;;2;5;;4;1;1992;29;6.384615385;3.75;5.428571429;2.2;3.8;1.307692308;4;secondary;4
394;3;5;4;4;5;3;3;2;5;5;5;5;5;6;3;2;2;1;3;3;3;1;1;2;6;5;5;5;5;3;3;5;3;4;2;3;3;3;4;4;3;3;2;3;3;1;2;2;2;4;3;3;2;5;1;1;3;4;1;4;1;1986;35;3.692307692;3.125;4.285714286;2.454545455;2.714285714;2.846153846;5;tertiary;17
395;5;6;5;5;1;3;5;3;5;5;3;4;5;5;1;1;0;0;0;0;1;2;5;5;5;6;6;6;5;6;5;4;7;6;2;5;4;4;6;6;4;4;1;3;2;1;1;1;1;3;1;2;1;4;2;2;1;3;1;3;1;1963;58;5.230769231;4.375;4.285714286;1.545454545;2.285714286;1.384615385;4;secondary;3
396;2;3;1;2;5;1;2;1;4;3;5;5;3;2;3;2;3;2;2;3;3;5;4;6;5;6;3;7;2;2;2;4;3;3;2;6;3;3;3;3;4;4;2;5;5;4;4;4;3;5;3;5;;5;5;3;4;5;4;3;1;1973;48;4;3.5;2.785714286;4;4.142857143;2.769230769;5;tertiary;18
397;5;6;5;5;4;3;5;4;5;5;5;4;4;4;1;1;1;2;0;1;1;5;4;6;3;3;4;5;5;3;5;4;5;5;2;4;5;5;4;4;5;5;3;4;2;2;1;1;2;4;3;4;1;4;4;3;2;3;1;3;1;1969;52;4.384615385;4.25;4.571428571;2.454545455;2.857142857;1.846153846;4;secondary;7
398;4;6;5;5;1;4;5;4;5;5;5;4;4;5;1;1;1;0;0;0;1;5;6;6;6;6;7;5;6;6;6;4;7;6;3;6;1;2;3;4;3;4;2;4;4;1;1;1;1;4;1;3;1;5;4;3;1;4;1;4;1;1970;51;5.846153846;3.25;4.428571429;2.090909091;3.142857143;1.307692308;3;primary;4
399;1;6;1;5;6;1;5;1;5;5;5;1;6;6;3;0;1;0;0;2;1;7;6;6;7;6;7;4;7;2;4;1;7;7;1;1;1;1;1;7;1;4;1;3;4;1;1;1;1;5;1;3;1;3;2;1;1;1;1;4;1;1956;65;5.461538462;2.125;3.857142857;2;1.857142857;2.076923077;7;tertiary;7
400;1;6;1;6;6;1;6;1;6;6;3;6;6;2;3;0;1;0;3;3;1;7;7;3;5;4;7;5;6;1;5;1;5;7;1;1;1;4;1;7;1;5;1;3;4;1;1;1;1;5;1;4;1;;3;1;1;1;1;5;1;1956;65;4.846153846;2.625;4.071428571;2.090909091;2;2.076923077;7;tertiary;11
401;3;3;3;1;2;1;1;1;5;6;6;5;5;4;3;3;3;1;2;3;2;6;5;3;7;4;7;5;6;6;5;4;6;6;1;6;2;3;2;2;2;5;2;1;3;1;1;1;1;3;2;2;1;5;5;2;1;3;;5;1;1975;46;5.384615385;2.875;3.285714286;1.636363636;3.5;2.307692308;4;secondary;17
402;4;4;2;1;2;1;2;2;5;4;2;2;5;4;0;0;0;0;0;1;0;6;5;5;6;6;7;4;6;7;6;5;6;6;5;1;6;6;5;3;6;7;4;5;4;1;2;1;2;4;3;5;;5;3;1;1;2;;3;1;1975;46;5.769230769;4.875;2.857142857;3.1;2.5;1.153846154;6;tertiary;1
403;5;6;6;6;5;5;4;3;6;6;5;5;5;4;0;0;1;1;0;1;0;7;7;6;5;7;7;6;6;6;6;6;4;6;3;3;3;5;3;2;2;5;1;1;2;3;3;3;2;5;2;2;1;5;2;2;2;4;1;5;1;1987;34;6.076923077;3.25;5.071428571;2.272727273;3;1.307692308;6;tertiary;3
404;2;3;3;2;2;2;4;2;2;3;5;3;4;3;3;2;3;1;1;2;1;2;6;6;4;6;3;5;3;1;2;6;3;3;2;3;1;2;3;1;2;1;4;4;4;1;2;1;2;5;3;3;1;3;1;2;2;4;1;4;1;1996;25;3.846153846;1.875;2.857142857;2.727272727;2.428571429;2.307692308;5;tertiary;13
405;5;6;5;5;6;4;3;2;4;5;5;5;5;5;1;1;2;1;1;2;1;5;2;3;6;4;6;6;4;2;2;4;6;5;3;6;2;5;3;3;1;4;2;4;4;2;2;2;3;4;3;3;3;4;3;1;2;4;1;3;1;1981;40;4.230769231;3.375;4.642857143;2.909090909;2.571428571;2.076923077;6;tertiary;9
406;3;3;3;2;6;3;4;2;4;5;6;4;5;5;2;1;1;0;1;2;1;6;5;5;6;6;5;3;5;6;4;4;5;6;3;4;5;5;5;5;5;4;2;4;4;2;2;2;3;4;3;3;1;4;3;3;2;2;1;3;1;1987;34;5.076923077;4.5;3.928571429;2.727272727;2.571428571;1.846153846;6;tertiary;8
