id;wb_1;wb_2;wb_3;wb_4;wb_5;wb_6;wb_7;wb_8;wb_9;wb_10;wb_11;wb_12;wb_13;wb_14;stress_1;stress_2;stress_3;stress_4;stress_5;stress_6;stress_7;soc_1;soc_2;soc_3;soc_4;soc_5;soc_6;soc_7;soc_8;soc_9;soc_10;soc_11;soc_12;soc_13;sonc_1;sonc_2;sonc_3;sonc_4;sonc_5;sonc_6;sonc_7;sonc_8;trust_media;trust_court;trust_police;trust_pm;trust_gov;trust_econ;trust_health;trust_hospital;trust_edu;trust_localgov;trust_relig;support_family;support_community;support_virtual;support_gov;support_work;support_relig;support_friends;gender;age;age_1;soc;sonc;wb;trust;support;mh;edu - dummy;edu;stress
407;4;5;4;2;6;2;2;2;4;4;3;5;4;5;2;2;2;2;3;3;2;5;3;4;4;5;6;6;4;6;5;4;4;5;5;5;5;5;4;1;7;3;2;3;3;1;1;1;1;4;3;4;2;4;4;2;2;2;2;4;1;1952;69;4.692307692;4.375;3.714285714;2.272727273;2.857142857;2.384615385;4;secondary;16
408;4;5;4;3;1;1;2;1;5;6;5;4;4;5;2;1;3;0;3;1;0;7;7;7;7;7;5;7;5;5;6;6;7;7;1;1;1;2;1;6;1;3;3;1;3;1;1;1;1;5;1;2;1;5;;2;2;5;3;4;1;1966;55;6.384615385;2;3.571428571;1.818181818;3.5;1.923076923;4;secondary;10
409;3;4;4;4;2;3;4;4;4;4;4;5;4;4;2;1;1;2;2;1;1;6;2;3;5;2;5;5;3;3;3;2;3;4;3;4;2;3;3;2;3;3;3;3;3;1;1;1;2;5;3;4;2;5;5;3;1;2;2;4;1;1982;39;3.538461538;2.875;3.785714286;2.545454545;3.142857143;2.153846154;6;tertiary;10
410;6;6;5;5;1;5;4;3;5;6;5;5;5;5;0;0;1;1;0;1;0;6;5;5;7;4;4;6;6;6;5;4;6;1;1;7;4;4;4;4;4;4;1;1;3;1;1;1;3;5;1;3;1;5;3;3;3;3;1;5;1;1966;55;5;4;4.714285714;1.909090909;3.285714286;1.384615385;4;secondary;3
411;4;5;3;5;1;1;3;2;4;6;4;6;6;6;1;2;3;1;1;1;1;6;2;3;7;7;7;5;4;4;4;1;7;7;2;3;1;3;4;3;3;3;3;5;5;2;2;2;3;5;3;3;1;5;1;1;1;2;;3;1;1979;42;4.923076923;2.75;4;3.090909091;2.166666667;2.153846154;4;secondary;10
412;4;5;5;3;2;2;3;1;4;6;5;5;5;5;1;1;1;1;2;1;0;6;4;4;7;2;6;5;6;6;4;6;6;6;2;6;4;5;4;2;3;2;3;5;5;1;1;1;1;;2;3;1;5;3;3;1;2;1;5;1;1971;50;5.230769231;3.5;3.928571429;2.3;2.857142857;1.923076923;4;secondary;7
413;5;6;5;6;6;1;2;1;5;5;3;6;6;6;1;0;1;0;1;2;1;2;2;3;7;6;7;4;3;3;4;6;7;6;2;1;1;2;3;2;5;1;1;4;2;1;1;1;1;4;1;4;1;5;1;3;1;5;1;5;1;1973;48;4.615384615;2.125;4.5;1.909090909;3;1.692307692;8;primary;6
414;4;6;5;5;1;5;5;4;5;6;5;5;5;5;1;2;1;0;0;1;0;6;5;6;6;5;7;6;7;6;6;5;7;6;3;3;2;4;5;4;2;3;2;3;4;2;2;4;3;5;3;5;2;5;3;3;2;4;2;4;1;1961;60;6;3.25;4.714285714;3.181818182;3.285714286;1.461538462;3;primary;5
415;5;5;6;6;5;6;6;4;5;6;5;6;6;6;1;0;0;0;1;0;0;7;6;7;7;7;7;4;6;6;7;6;6;7;4;1;6;7;6;4;5;6;3;4;4;3;3;3;3;5;4;5;3;5;2;1;3;5;2;3;1;1976;45;6.384615385;4.875;5.5;3.636363636;3;1.384615385;3;primary;2
416;5;6;6;5;4;6;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;4;6;6;5;6;5;6;5;6;5;4;6;6;2;3;3;7;4;5;4;4;1;2;3;2;2;2;2;4;2;2;5;3;1;1;1;4;4;4;1;1989;32;5.384615385;4;5.142857143;2.454545455;2.571428571;1.615384615;4;secondary;7
417;5;6;6;5;6;5;5;4;5;5;4;4;5;5;1;3;1;0;1;1;1;4;1;2;6;4;4;7;5;3;3;5;7;6;2;7;2;4;4;3;4;4;3;;4;3;3;3;4;5;3;4;;4;2;1;1;3;;3;1;1978;43;4.384615385;3.75;5;3.555555556;2.333333333;1.769230769;3;primary;8
418;6;6;6;5;6;4;5;4;6;5;6;6;6;6;1;0;0;0;0;0;0;3;6;6;7;7;7;7;6;6;5;5;6;7;3;4;2;4;4;2;3;4;4;4;3;1;1;1;1;5;2;4;1;4;1;1;3;4;1;5;1;1998;23;6;3.25;5.5;2.454545455;2.714285714;1.230769231;4;secondary;1
419;4;4;4;3;4;3;4;3;3;5;4;4;3;4;1;1;1;0;3;1;0;6;3;4;7;7;6;5;3;7;6;5;6;5;2;6;2;4;3;4;4;6;2;3;4;1;1;2;3;5;2;4;2;5;4;4;3;5;1;5;1;1977;44;5.384615385;3.875;3.714285714;2.636363636;3.857142857;1.615384615;4;secondary;7
420;5;5;5;5;5;5;5;3;5;5;5;5;5;5;1;1;1;1;1;1;0;6;6;6;5;5;6;3;5;4;4;5;7;3;3;4;1;4;4;4;3;3;1;2;2;2;2;2;2;4;2;4;4;4;4;4;2;4;;4;2;1978;43;5;3.25;4.857142857;2.454545455;3.666666667;2.076923077;6;tertiary;6
421;6;6;6;6;6;5;4;4;6;6;4;6;5;6;1;1;1;0;0;1;0;7;1;1;6;5;3;6;6;7;6;6;7;6;6;5;2;2;4;4;1;4;1;3;2;1;1;1;2;5;2;3;1;5;;;1;5;5;4;1;1978;43;5.153846154;3.5;5.428571429;2;4;1.384615385;5;tertiary;4
422;5;5;4;3;6;2;3;3;5;4;5;4;5;4;1;1;1;0;0;1;0;4;2;4;3;6;6;6;5;5;5;5;6;6;2;4;1;4;3;5;4;5;2;2;2;1;1;1;1;4;1;1;1;5;4;;1;4;;4;1;1989;32;4.846153846;3.5;4.142857143;1.545454545;3.6;1.538461538;6;tertiary;4
423;5;6;5;5;5;5;6;5;6;5;5;5;6;6;0;0;0;0;0;1;0;3;5;5;7;7;6;6;7;7;6;5;6;6;3;2;6;7;7;6;6;6;2;2;3;5;4;4;5;5;4;3;4;5;2;1;3;3;3;3;1;1956;65;5.846153846;5.375;5.357142857;3.727272727;2.857142857;1.153846154;4;secondary;1
424;5;5;5;4;4;1;1;1;3;5;4;5;4;4;0;0;1;0;3;0;0;7;1;4;4;5;6;5;6;4;6;5;7;5;2;4;4;3;4;4;4;3;3;4;3;1;1;2;2;4;2;2;;5;4;;1;4;;2;1;1981;40;5;3.5;3.642857143;2.4;3.2;1.538461538;6;tertiary;4
425;4;6;5;5;6;5;5;4;5;5;6;6;5;6;1;1;2;1;1;2;1;7;5;6;6;4;7;4;6;4;3;3;6;6;3;7;2;5;5;7;5;4;2;3;2;1;1;1;1;2;2;3;1;4;4;4;1;5;1;5;1;1986;35;5.153846154;4.75;5.214285714;1.727272727;3.428571429;1.769230769;4;secondary;9
426;2;5;4;4;5;1;2;2;4;5;2;4;5;3;3;2;2;2;2;3;0;7;6;7;6;6;6;3;3;1;4;5;4;3;2;1;5;5;7;4;3;5;3;3;3;1;1;1;1;4;2;2;3;5;2;4;1;5;2;3;1;1973;48;4.692307692;4;3.428571429;2.181818182;3.142857143;2.230769231;4;secondary;14
427;4;6;5;3;6;4;5;2;4;6;5;3;3;5;0;0;1;0;0;1;0;7;6;5;6;4;7;4;5;4;3;4;6;6;3;4;2;3;4;5;3;6;3;4;3;1;2;2;2;4;2;4;;4;4;;1;4;;4;1;1981;40;5.153846154;3.75;4.357142857;2.7;3.4;1.153846154;5;tertiary;2
428;3;5;4;5;1;2;3;2;4;5;6;2;5;2;0;1;1;1;1;1;0;7;7;4;7;4;7;6;4;7;6;6;6;6;1;1;1;4;1;7;1;1;3;4;1;1;1;1;1;4;1;3;1;4;;;1;5;1;4;1;1994;27;5.923076923;2.125;3.5;1.909090909;3;1.384615385;4;secondary;5
429;3;5;5;4;6;1;2;2;5;5;5;5;4;6;1;1;2;1;1;1;1;5;3;4;6;4;3;7;6;5;5;5;7;6;3;4;5;5;7;5;4;6;3;2;3;3;2;2;2;4;3;3;1;4;3;3;2;2;1;5;1;1955;66;5.076923077;4.875;4.142857143;2.545454545;2.857142857;1.692307692;4;secondary;8
430;4;4;4;3;6;5;6;3;3;6;5;5;6;6;2;2;2;1;1;0;1;7;4;5;7;4;1;7;4;1;4;4;7;5;1;5;1;1;4;1;1;3;2;2;3;1;1;1;3;3;1;3;1;4;1;1;1;3;1;5;1;1995;26;4.615384615;2.125;4.714285714;1.909090909;2.285714286;1.923076923;4;secondary;9
431;5;5;6;4;4;4;5;6;3;5;4;3;3;5;3;1;2;0;0;1;1;7;4;4;7;7;7;7;7;7;6;6;7;7;5;6;6;7;6;1;5;7;2;3;3;1;1;1;1;5;1;3;1;5;3;3;1;4;1;4;1;1970;51;6.384615385;5.375;4.428571429;2;3;1.846153846;3;primary;8
432;3;5;3;4;3;2;3;2;5;5;3;3;5;4;1;1;0;1;0;1;1;5;4;4;5;4;4;6;4;5;5;4;5;5;2;7;3;3;4;3;3;4;2;2;2;2;2;2;2;3;2;2;2;4;2;2;1;3;1;3;1;1969;52;4.615384615;3.625;3.571428571;2.090909091;2.285714286;1.538461538;5;tertiary;5
433;3;3;3;3;4;4;4;2;3;2;3;4;4;4;1;1;1;2;2;1;1;7;4;5;5;6;4;5;5;3;4;4;5;4;2;3;3;4;5;3;3;4;4;4;3;1;1;2;3;5;2;5;4;5;4;3;2;3;5;5;1;1993;28;4.692307692;3.375;3.285714286;3.090909091;3.857142857;2.076923077;6;tertiary;9
434;4;5;4;4;5;4;4;4;5;5;4;4;5;5;1;1;1;1;1;1;1;6;4;5;7;3;6;4;3;3;3;6;6;7;2;4;2;6;6;5;5;5;3;4;3;1;1;1;1;3;1;1;1;5;4;3;2;2;1;3;1;1970;51;4.846153846;4.375;4.428571429;1.818181818;2.857142857;1.538461538;8;primary;7
435;5;5;5;5;5;4;3;2;3;5;5;5;5;5;1;1;1;2;2;2;2;6;4;5;6;5;5;6;4;4;4;5;5;4;1;3;3;2;2;1;2;3;2;4;4;2;1;2;2;4;2;2;2;5;4;2;2;4;2;4;1;1973;48;4.846153846;2.125;4.428571429;2.454545455;3.285714286;2.153846154;6;tertiary;11
436;1;2;2;1;2;1;1;3;1;2;3;2;2;1;2;2;2;3;2;2;1;3;6;5;2;4;2;4;2;1;3;4;2;3;1;6;4;2;3;3;4;5;3;3;4;3;3;3;3;4;3;2;;4;2;3;3;4;;4;1;1995;26;3.153846154;3.5;1.714285714;3.1;3.333333333;2.692307692;6;tertiary;14
437;2;2;3;3;4;2;2;2;2;4;3;3;4;3;1;1;2;2;1;1;1;6;4;6;2;4;5;3;2;2;4;2;2;2;2;5;3;3;4;3;3;5;3;4;4;2;1;;2;5;;4;1;3;1;3;1;3;;4;1;1986;35;3.384615385;3.5;2.785714286;2.888888889;2.5;1.923076923;3;primary;9
438;5;6;5;4;3;4;3;4;5;6;5;5;6;6;1;0;1;0;3;0;1;7;4;5;6;6;6;6;6;7;5;5;6;6;3;6;6;5;6;5;5;5;2;;4;4;3;3;3;5;3;2;1;5;2;1;;;;5;1;1948;73;5.769230769;5.125;4.785714286;3;3.25;1.615384615;4;secondary;6
439;5;6;5;3;5;1;3;1;5;4;6;4;4;4;1;1;1;0;1;1;1;6;7;7;3;6;3;5;3;5;4;2;4;5;1;5;3;3;3;6;2;2;2;;2;1;1;1;2;4;3;3;;5;4;4;1;4;;4;1;1987;34;4.615384615;3.125;4;2.111111111;3.666666667;1.538461538;5;tertiary;6
440;5;5;5;3;3;5;5;4;4;5;5;5;4;5;1;1;1;1;1;1;0;6;1;3;6;3;5;7;6;6;5;3;7;6;3;6;3;6;5;5;5;6;3;4;5;2;4;4;5;5;4;4;4;5;4;4;3;5;4;5;1;1967;54;4.923076923;4.875;4.5;4;4.285714286;1.538461538;4;secondary;6
441;3;4;2;2;3;3;3;3;3;5;4;5;5;5;1;1;1;0;1;1;1;4;4;6;6;6;7;6;7;6;6;6;6;6;1;7;2;3;2;5;2;2;2;3;3;1;1;1;2;3;1;1;1;5;4;;1;4;;4;1;1978;43;5.846153846;3;3.571428571;1.727272727;3.6;1.461538462;4;secondary;6
442;5;5;5;3;3;4;5;5;5;5;5;5;6;5;1;0;1;1;0;1;0;6;4;5;5;6;6;5;4;5;5;4;5;5;3;4;5;5;5;3;4;5;3;3;3;1;2;2;3;5;3;3;1;;;3;2;3;1;3;1;1969;52;5;4.25;4.714285714;2.636363636;2.4;1.615384615;3;primary;4
443;3;5;4;3;5;4;4;5;4;5;4;4;4;5;1;1;2;1;1;1;1;7;6;5;6;5;6;6;3;6;6;5;7;6;2;6;6;5;6;3;5;6;3;3;4;4;4;4;4;5;3;4;1;4;3;2;3;1;1;4;1;1949;72;5.692307692;4.875;4.214285714;3.545454545;2.571428571;2;4;secondary;8
444;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;6;5;5;3;3;3;5;3;3;5;3;3;4;4;4;3;3;3;5;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1970;51;3.923076923;3.5;4;1;1;2.538461538;4;secondary;14
445;5;6;5;6;1;3;3;6;6;5;6;6;6;6;0;0;3;0;0;0;0;7;4;4;6;7;6;6;2;2;6;6;7;6;2;6;6;6;6;1;4;7;1;1;5;5;5;5;5;5;5;5;2;4;4;1;5;5;2;5;1;1968;53;5.307692308;4.75;5;4;3.714285714;1.461538462;3;primary;3
446;2;6;2;5;5;3;1;2;6;5;5;4;4;5;2;1;3;2;3;3;3;3;1;1;5;3;3;3;5;2;4;5;6;3;2;1;1;3;2;5;5;2;3;4;3;1;1;1;1;3;1;3;1;4;;1;1;;1;4;1;1996;25;3.384615385;2.625;3.928571429;2;2.2;2.384615385;4;secondary;17
447;4;4;3;2;2;1;2;1;3;5;5;6;5;3;1;0;0;1;0;2;1;5;2;3;6;3;5;6;5;5;6;4;6;6;2;2;2;5;5;6;2;6;1;4;4;2;2;2;2;5;2;2;1;4;1;3;1;4;1;4;1;1991;30;4.769230769;3.75;3.285714286;2.454545455;2.571428571;1.461538462;6;tertiary;5
448;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;7;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1980;41;1.692307692;1.75;1;1;1;3.769230769;6;tertiary;21
449;6;6;6;6;6;4;5;4;5;5;5;4;4;5;1;1;1;0;0;1;1;6;4;5;6;6;6;5;6;6;5;5;6;5;3;3;3;5;6;6;4;5;3;4;4;1;1;1;1;5;2;4;1;5;4;4;2;4;;4;1;1974;47;5.461538462;4.375;5.071428571;2.454545455;3.833333333;1.461538462;4;secondary;5
450;5;6;6;6;6;1;3;3;2;6;4;6;6;6;1;0;0;1;1;1;0;6;5;6;7;6;6;3;6;6;5;6;7;6;3;4;3;5;4;3;5;5;3;4;3;2;2;2;3;5;3;4;;4;3;3;2;4;;4;1;1984;37;5.769230769;4;4.714285714;3.1;3.333333333;1.384615385;6;tertiary;4
451;3;4;3;5;6;4;3;2;3;4;3;4;3;3;1;1;2;2;2;1;1;6;5;5;6;4;4;6;3;4;4;4;6;4;2;2;2;3;2;6;1;3;1;3;5;1;1;1;1;5;1;3;4;3;3;2;1;2;1;3;1;1981;40;4.692307692;2.625;3.571428571;2.363636364;2.142857143;2;3;primary;10
452;5;5;5;5;4;4;4;4;5;5;5;5;5;5;2;1;1;0;3;1;1;7;7;7;4;6;4;5;5;4;4;4;4;4;7;6;1;5;4;7;2;1;2;;3;;2;;;5;;;;5;4;4;;;;;1;1994;27;5;4.125;4.714285714;3;4.333333333;1.692307692;3;primary;9
453;3;2;2;3;4;1;3;1;2;4;4;2;5;3;2;1;2;2;2;2;1;7;4;4;5;6;2;3;5;3;4;4;6;6;1;2;1;3;4;4;4;4;1;2;2;1;2;1;4;5;2;3;1;5;2;1;1;4;1;3;1;1969;52;4.538461538;2.875;2.785714286;2.181818182;2.428571429;2.307692308;6;tertiary;12
454;2;5;2;3;4;3;4;2;4;5;3;4;5;5;2;2;2;2;2;2;2;6;6;5;5;3;5;3;4;2;4;4;4;3;2;3;2;5;3;5;3;2;2;2;3;3;3;2;3;3;2;2;1;4;2;2;2;2;1;2;1;1973;48;4.153846154;3.125;3.642857143;2.363636364;2.142857143;2.615384615;4;secondary;14
455;4;1;4;3;3;2;2;1;6;6;3;3;6;6;2;1;1;1;0;3;1;5;7;7;6;6;7;5;7;6;4;6;6;6;1;6;4;5;3;5;4;1;2;2;4;1;1;1;1;4;1;1;1;3;1;1;1;1;1;1;1;1981;40;6;3.625;3.571428571;1.727272727;1.285714286;1.923076923;6;tertiary;9
456;2;3;2;2;3;1;2;2;2;2;2;2;3;2;3;2;3;2;2;2;1;3;4;5;5;4;4;5;3;3;6;4;4;4;2;3;3;2;3;4;3;2;2;3;2;1;1;1;1;5;1;2;2;5;4;2;1;4;1;2;1;1992;29;4.153846154;2.75;2.142857143;1.909090909;2.714285714;2.692307692;4;secondary;15
457;5;5;5;4;5;2;5;2;3;5;3;4;5;5;1;1;1;1;0;1;0;5;6;6;5;2;5;4;6;5;3;5;6;6;2;4;4;2;3;4;4;4;3;3;3;1;1;2;2;3;1;3;;4;3;3;1;4;;4;1;1983;38;4.923076923;3.375;4.142857143;2.2;3.166666667;1.461538462;6;tertiary;5
458;3;3;2;3;4;3;2;2;4;4;4;5;5;5;1;1;2;1;1;2;2;5;3;6;5;5;4;6;5;5;6;4;6;5;2;4;1;1;2;3;5;3;2;2;3;2;2;2;3;4;3;4;1;4;3;2;2;3;;4;1;1973;48;5;2.625;3.5;2.545454545;3;2.076923077;4;secondary;10
459;3;4;3;5;5;5;5;2;4;4;5;6;5;5;2;2;1;3;2;2;1;1;3;5;7;6;5;6;5;5;3;5;6;6;4;6;3;6;4;5;5;6;2;3;4;1;2;2;2;5;2;2;1;5;2;4;1;4;1;5;1;1973;48;4.846153846;4.875;4.357142857;2.363636364;3.142857143;2.384615385;6;tertiary;13
460;2;3;2;1;3;1;3;2;3;4;2;3;3;2;1;1;2;2;1;2;1;5;3;3;5;5;3;3;3;5;2;3;3;5;3;4;5;5;5;2;3;6;3;4;4;1;2;1;3;4;3;4;4;3;3;2;2;;3;3;1;1980;41;3.692307692;4.125;2.428571429;3;2.666666667;2.230769231;5;tertiary;10
461;2;2;1;2;2;1;2;1;3;2;2;3;2;2;2;2;2;0;1;3;2;6;2;4;6;2;4;6;4;4;5;4;5;3;2;3;2;2;4;5;2;1;2;3;3;1;1;1;3;5;2;3;1;2;1;3;1;3;1;3;1;1995;26;4.230769231;2.625;1.928571429;2.272727273;2;2;5;tertiary;12
462;4;5;4;5;4;1;3;1;5;5;3;4;3;3;0;0;1;0;1;1;0;7;4;6;5;2;6;6;7;6;4;4;5;3;2;1;4;4;3;2;3;4;2;2;3;1;1;1;1;3;1;3;1;4;;;1;2;;4;1;1989;32;5;2.875;3.571428571;1.727272727;2.75;1.230769231;6;tertiary;3
463;3;3;3;4;5;2;4;2;5;4;4;4;4;4;1;0;1;0;0;1;0;4;4;5;5;5;6;4;6;6;5;5;6;6;3;4;3;5;4;3;2;4;1;1;3;2;2;2;2;4;2;3;1;5;5;3;1;;1;5;1;1987;34;5.153846154;3.5;3.642857143;2.090909091;3.333333333;1.461538462;4;secondary;3
464;5;5;5;5;3;1;5;1;6;6;6;5;6;6;1;1;2;0;0;0;1;7;7;7;7;2;7;5;7;5;5;5;6;7;3;2;2;4;3;4;4;2;2;3;3;1;1;1;1;3;1;3;;4;1;1;1;2;;3;1;1998;23;5.923076923;3;4.642857143;1.9;2;1.769230769;4;secondary;5
465;2;2;4;5;6;6;5;4;3;5;5;2;2;6;2;1;1;2;0;1;1;6;3;3;2;5;4;5;6;7;5;4;6;6;5;5;6;6;6;4;5;4;3;5;5;1;2;2;2;5;1;4;1;5;5;4;1;4;1;5;1;1970;51;4.769230769;5.125;4.071428571;2.818181818;3.571428571;1.923076923;4;secondary;8
466;6;6;6;6;6;5;5;5;6;6;5;6;5;6;1;1;1;1;1;3;2;6;4;5;7;4;6;4;5;4;6;6;7;6;3;5;4;4;4;1;3;4;1;1;4;5;5;5;4;3;3;1;2;3;3;1;4;2;2;2;1;1978;43;5.384615385;3.5;5.642857143;3.090909091;2.428571429;1.923076923;6;tertiary;10
467;5;6;4;4;5;5;4;3;4;4;4;4;3;5;1;0;2;0;1;1;1;4;6;6;5;6;5;4;3;6;4;6;6;6;1;4;4;6;5;3;3;5;3;3;4;1;1;1;1;5;2;4;3;5;4;1;1;4;;4;1;1986;35;5.153846154;3.875;4.285714286;2.545454545;3.166666667;1.461538462;8;primary;6
468;6;3;4;2;4;1;5;4;2;3;3;4;5;5;1;1;1;2;2;0;0;2;3;6;5;3;2;4;2;2;2;4;7;6;3;4;4;7;4;2;6;6;4;5;5;1;1;1;1;5;3;4;4;5;4;;3;4;;4;1;1985;36;3.692307692;4.5;3.642857143;3.090909091;4;1.692307692;8;primary;7
469;3;5;4;2;1;2;3;2;4;5;3;3;3;4;1;1;1;1;1;1;1;6;4;4;6;5;5;6;5;5;5;4;5;4;1;5;4;4;4;3;5;5;3;4;4;2;2;2;3;4;3;3;3;4;4;3;3;4;3;4;1;1987;34;4.923076923;3.875;3.142857143;3;3.571428571;1.923076923;6;tertiary;7
470;4;5;4;1;6;1;3;1;5;5;5;3;5;5;0;0;0;0;0;1;0;6;6;6;5;7;7;6;6;5;6;5;5;7;2;2;5;6;5;5;3;5;2;4;3;1;1;2;1;4;3;4;2;5;;;2;5;;4;1;1962;59;5.923076923;4.125;3.785714286;2.454545455;4;1.153846154;6;tertiary;1
471;5;5;5;4;6;5;4;3;4;5;5;5;4;5;1;1;0;0;0;0;0;3;4;6;7;7;7;7;3;7;3;3;1;7;3;3;5;7;5;1;3;7;2;3;3;1;1;1;1;4;1;4;3;5;5;5;1;5;1;5;1;1990;31;5;4.25;4.642857143;2.181818182;3.857142857;1.384615385;5;tertiary;2
472;4;6;5;5;3;1;1;2;4;3;5;5;6;6;1;0;0;0;1;0;0;6;5;6;7;5;6;6;6;5;5;6;7;6;2;2;5;5;5;6;3;4;2;4;4;2;2;2;2;5;2;4;2;5;2;2;1;4;3;4;1;1993;28;5.846153846;4;4;2.818181818;3;1.230769231;6;tertiary;2
473;6;6;5;2;1;5;5;5;5;5;3;5;5;6;1;0;1;2;1;1;0;5;3;3;7;4;6;6;5;6;3;3;6;5;2;5;5;5;5;3;3;6;4;4;4;1;2;1;2;5;2;5;1;5;3;5;2;5;1;5;1;1983;38;4.769230769;4.25;4.571428571;2.818181818;3.714285714;1.615384615;5;tertiary;6
474;4;4;4;3;5;4;4;3;5;6;6;5;5;5;2;2;3;1;1;1;2;7;3;2;6;5;5;7;2;3;2;4;7;2;1;6;2;1;3;2;1;3;1;1;1;1;1;1;2;4;3;2;1;5;3;2;1;5;1;5;1;1976;45;4.230769231;2.375;4.5;1.636363636;3.142857143;2.461538462;4;secondary;12
475;4;5;5;5;5;3;3;3;5;5;5;5;5;5;1;1;1;0;0;1;1;2;3;2;6;3;6;6;6;6;4;5;5;6;5;2;2;3;3;6;3;1;1;1;2;1;1;1;2;4;1;1;1;5;3;3;2;5;4;4;1;1988;33;4.615384615;3.125;4.5;1.454545455;3.714285714;1.615384615;5;tertiary;5
476;2;2;3;1;5;3;5;3;5;5;5;3;5;4;0;0;0;0;0;1;1;4;4;2;6;7;4;5;3;5;3;4;6;3;2;4;3;5;4;3;3;5;2;;;1;1;1;1;4;1;;1;5;1;;1;4;;4;1;1990;31;4.307692308;3.625;3.642857143;1.5;3;1.230769231;5;tertiary;2
